0, 0, 16, 36, -1, -1, -1, -1
1, 0.019589, 16, 36, -1, -1, -1, -1
2, 0.011229, 448, 1532, -1, -1, -1, -1
3, 0.430619, 3042, 15408, 2654.95, 15.3413, 0, -1
7, 0.091194, 1951, 9721, 174.265, 8.16876, -1, -1
6, 0.190098, 62773, 328882, 174.265, 5.60856, -1, -1
7, 1.45162, 25033, 131711, 36.0695, 4.41133, -1, -1
8, 0.799858, 25033, 130697, 36.0695, 4.12175, -1, -1
9, 0.152619, 25033, 130697, 11.9948, 3.91055, -1, -1
6, 0.076308, 35748, 184507, 15.2051, 4.01528, -1, -1
7, 0.699769, 25027, 131062, 10.6324, 3.85496, -1, -1
8, 0.495757, 25027, 130742, 10.6324, 3.81674, -1, -1
9, 0.140725, 25027, 130742, 8.62447, 3.7358, -1, -1
6, 0.062772, 32470, 167481, 9.20379, 3.83551, -1, -1
7, 0.51131, 24956, 130591, 8.30766, 3.73564, -1, -1
8, 0.407403, 24956, 130525, 8.30766, 3.72089, -1, -1
9, 0.135677, 24956, 130525, 8.02211, 3.67868, -1, -1
6, 0.055965, 30708, 158432, 9.07342, 3.76276, -1, -1
7, 0.440464, 24903, 130271, 7.07159, 3.68419, -1, -1
8, 0.391528, 24903, 130227, 7.07159, 3.67806, -1, -1
9, 0.133487, 24903, 130227, 7.06869, 3.65435, -1, -1
7, 0.226134, 24558, 128368, 7.06869, 3.6538, -1, -1
7, 0.351979, 16762, 85492, 7.9986, 4.11401, -1, -1
8, 0.308589, 16762, 84740, 7.9862, 3.97325, -1, -1
7, 0.097554, 16162, 81393, 7.99835, 4.02305, -1, -1
8, 0.234252, 16162, 81284, 7.99835, 3.99658, -1, -1
7, 0.065247, 16116, 81037, 7.99835, 4.00225, -1, -1
8, 0.215099, 16116, 81032, 7.99835, 3.99998, -1, -1
7, 0.059076, 16113, 81016, 7.99835, 4.00006, -1, -1
8, 0.207012, 16113, 81017, 7.99835, 3.99996, -1, -1
4, 8.09741, 16113, 81017, 7.99835, 3.99996, -1, -1
5, 0.336526, 6063, 16296, 7.99276, 4.78813, -1, -1
-1, 8.89537, 6063, 16296, 7.99276, 4.78813, 0, 251
